countrycode,year,Ic_Struc,Ic_Mach,Ic_TraEq,Ic_Other,Ip_Struc,Ip_Mach,Ip_TraEq,Ip_Other,Nc_Struc,Nc_Mach,Nc_TraEq,Nc_Other,Np_Struc,Np_Mach,Np_TraEq,Np_Other,Dc_Struc,Dc_Mach,Dc_TraEq,Dc_Other,Kc_Struc,Kc_Mach,Kc_TraEq,Kc_Other,Kp_Struc,Kp_Mach,Kp_TraEq,Kp_Other,Ksh_Struc,Ksh_Mach,Ksh_TraEq,Ksh_Other
RUS,1997,289670,116682,35296,27809,0,0,0,0,22477768,2156279,475450,74350,0,0,0,0,476768,305565,106689,12149,645975,299690,90288,13057,0,0,0,0,1,0,0,0
RUS,1998,276334,130945,31423,26761,0,0,0,0,24273466,2366092,491093,98753,0,0,0,0,514329,334978,110786,16749,879306,288776,89035,15456,0,0,0,0,1,0,0,0
RUS,1999,404725,247703,66650,43227,0,0,0,0,33980488,3752908,743540,181423,0,0,0,0,718643,528587,165513,31121,1800402,703901,194669,41618,0,0,0,0,1,0,0,0
RUS,2000,632538,505324,133489,78670,0,0,0,0,54380636,5010639,961236,283653,0,0,0,0,1148346,695244,208457,47534,2889481,904376,243363,62517,0,0,0,0,1,0,0,0
RUS,2001,918433,631298,178346,124213,0,0,0,0,68053312,5914281,1122250,405857,0,0,0,0,1433044,819951,240754,65903,3101988,1155699,302874,93165,0,0,0,0,1,0,0,0
RUS,2002,1087586,721396,182085,135940,0,0,0,0,77711696,6264954,1153995,496353,0,0,0,0,1632474,868331,247716,81107,3301389,1455990,354567,130284,0,0,0,0,1,0,0,0
RUS,2003,1405517,882737,212400,166927,0,0,0,0,86196088,6676937,1207860,607338,0,0,0,0,1804770,923381,256737,97762,3856617,2093732,468320,205907,0,0,0,0,1,0,0,0
RUS,2004,1795428,1217379,231541,203216,0,0,0,0,102082688,7498942,1285274,750783,0,0,0,0,2131725,1027279,272548,119860,5708121,2248015,485940,245537,0,0,0,0,1,0,0,0
RUS,2005,2021897,1562168,366919,288249,0,0,0,0,116708472,8462046,1449673,946735,0,0,0,0,2434827,1148864,295086,147767,7596508,2696513,579175,329168,0,0,0,0,1,0,0,0
RUS,2006,2591230,2095770,495606,330540,0,0,0,0,132805432,9782810,1704465,1160062,0,0,0,0,2769877,1313417,339469,183007,9227970,3297858,707085,420451,0,0,0,0,1,0,0,0
RUS,2007,3724274,2656186,784493,423943,0,0,0,0,158277088,11703813,2221928,1461745,0,0,0,0,3303765,1566237,426399,230796,10824101,3980272,928072,535474,0,0,0,0,1,0,0,0
RUS,2008,4954383,3605365,951600,483506,0,0,0,0,191642016,15048008,2963290,1882865,0,0,0,0,4018013,1998272,579699,305143,13445670,4586319,1118307,618047,0,0,0,0,1,0,0,0
RUS,2009,5377403,2882740,672268,333362,0,0,0,0,203390240,16937336,3280835,2065324,0,0,0,0,4291135,2320112,686250,352840,9978145,4823067,1182114,640209,0,0,0,0,1,0,0,0
RUS,2010,5712946,3482168,1211126,464744,0,1,0,1,229776224,19225928,3996020,2323157,0,0,0,0,4875876,2611086,790131,392029,14438788,5206128,1390255,701588,0,1,0,1,1,0,0,0
RUS,2011,7062243,3617002,1675887,462169,1,1,0,1,256685232,21481262,4993489,2529498,1,1,0,1,5464560,2935983,968432,439202,18974466,5757790,1729079,768271,0,1,1,1,1,0,0,0
RUS,2012,7691816,4592836,1622759,776490,1,1,1,1,285092512,23977246,5760508,2958843,1,1,1,1,6102153,3227043,1153373,496331,21464322,6283871,1947189,885771,0,1,1,1,1,0,0,0
RUS,2013,9109133,4703289,1687530,513247,1,1,1,1,309039936,26392194,6494079,3097743,1,1,1,1,6645279,3567316,1316781,550754,21676938,6566421,2118785,891212,0,1,1,1,1,0,0,0
RUS,2014,9733870,5097673,1481254,613203,1,1,1,1,331274496,30579182,7355545,3508011,1,1,1,1,7167951,4142925,1541578,619765,22607370,7204574,2287938,649902,0,1,1,0,1,0,0,0
RUS,2015,10635273,4499540,1307452,683335,1,1,1,1,372191904,33541548,7840433,5313219,1,1,1,1,8101695,4611096,1674831,941174,24289614,7611302,2320617,1008750,1,1,1,1,1,0,0,0
RUS,2016,11694626,4886005,1419749,733521,1,1,1,1,405097760,35761212,8157990,5425878,1,1,1,1,8864350,4897071,1735751,964861,24890204,7500786,2279714,1451517,1,1,1,1,1,0,0,0
RUS,2017,12348624,5659830,1644603,536044,1,1,1,1,426467392,37733696,8405886,3574001,1,1,1,1,9382499,5125983,1767321,656652,28022622,7802922,2336177,1141194,1,1,1,1,1,0,0,0
RUS,2018,12740511,6315479,1835117,560993,1,1,1,1,453835744,40610864,8873213,3487682,1,1,1,1,10041203,5501530,1854030,636110,34939900,9376084,2676229,1002812,1,1,1,1,1,0,0,0
RUS,2019,12955608,7163244,2081456,710391,1,1,1,1,480807232,43752540,9472732,4046015,1,1,1,1,10693307,5894835,1965042,718456,37240748,10077428,2853536,1437799,1,1,1,1,1,0,0,0
RUS,2020,11955807,8166088,2353548,735557,1,1,1,1,508141056,47596972,10240779,4232846,1,1,1,1,11362109,6380765,2112327,749502,35729956,10415892,3023295,1522107,1,1,1,1,1,0,0,0
RUS,2021,14695268,8189788,2375916,809829,1,1,1,1,537114112,51493496,10886651,4481592,1,1,1,1,12030097,6963421,2260238,796386,47133636,12166954,3420146,1208902,1,1,1,1,1,0,0,0
RUS,2022,18155438,9727476,2798587,979399,1,1,1,1,615476416,59947528,12580245,5147970,1,1,1,1,13832043,8089131,2605672,905369,53681020,14202414,3943706,1320224,1,1,1,1,1,0,0,0
RUS,2023,20298794,13204941,3569677,1213288,1,1,1,1,678784192,69258472,14401892,5811824,1,1,1,1,15324113,9195133,2940349,1012342,58178092,16238469,4490998,1627783,1,1,1,1,1,0,0,0
RWA,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RWA,1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RWA,1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RWA,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RWA,1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RWA,1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RWA,1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RWA,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RWA,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RWA,1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RWA,1960,115,48,178,1,0,0,0,0,2626,351,255,1,0,0,0,0,55,47,39,0,,,,,,,,,,,,
RWA,1961,127,54,197,1,0,0,0,0,2880,378,400,1,0,0,0,0,61,51,70,0,,,,,,,,,,,,
RWA,1962,164,67,241,2,0,0,0,0,2757,366,517,3,0,0,0,0,57,49,92,0,,,,,,,,,,,,
RWA,1963,162,68,241,3,0,0,0,0,3225,425,694,6,0,0,0,0,68,57,134,1,,,,,,,,,,,,
RWA,1964,175,74,258,5,0,0,0,0,3836,497,887,10,0,0,0,0,81,68,177,1,705,195,435,4,0,0,0,0,1,0,0,0
RWA,1965,235,101,348,8,0,0,0,0,4249,556,1085,17,0,0,0,0,89,76,212,2,790,223,534,6,0,0,0,0,1,0,0,0
RWA,1966,478,116,393,11,0,0,0,0,6165,765,1560,30,0,0,0,0,128,106,318,4,1188,313,778,12,0,0,0,0,1,0,0,0
RWA,1967,565,121,404,13,0,0,0,0,8818,1015,2097,48,0,0,0,0,184,144,442,6,1790,423,1067,19,0,0,0,0,1,0,0,0
RWA,1968,680,148,488,19,0,0,0,0,9378,1025,2158,59,0,0,0,0,195,145,446,7,1995,442,1119,24,0,0,0,0,1,0,0,0
RWA,1969,600,134,431,19,0,0,0,0,9656,997,2118,69,0,0,0,0,202,143,443,9,2269,457,1145,30,0,0,0,0,1,0,0,0
RWA,1970,741,168,533,26,0,0,0,0,11124,1100,2371,91,0,0,0,0,233,157,490,11,2688,510,1298,40,0,0,0,0,1,0,0,0
RWA,1971,797,266,839,46,0,0,0,0,11810,1212,2706,123,0,0,0,0,248,169,533,15,3215,583,1579,58,0,0,0,0,1,0,0,0
RWA,1972,645,228,703,43,0,0,0,0,7589,878,1957,106,0,0,0,0,158,126,374,13,3499,559,1523,70,0,0,0,0,1,0,0,0
RWA,1973,528,236,717,49,0,0,0,0,7405,929,2119,131,0,0,0,0,155,137,410,16,3814,705,1775,95,0,0,0,0,1,0,0,0
RWA,1974,2169,461,1402,105,0,0,0,0,19659,2166,5424,372,0,0,0,0,406,310,1101,47,4888,1115,3112,170,0,0,0,0,1,0,0,0
RWA,1975,2866,780,2353,192,0,0,0,0,24173,2795,7010,539,0,0,0,0,499,398,1359,66,5586,1381,3896,237,0,0,0,0,1,0,0,0
RWA,1976,3210,921,2735,243,0,0,0,0,30181,3473,8968,763,0,0,0,0,629,498,1771,95,6210,1846,4714,316,0,1,0,0,0,0,0,0
RWA,1977,3379,1128,3308,318,0,0,0,0,35824,4235,10995,1027,0,0,0,0,754,618,2177,129,8417,2399,5737,435,0,1,0,0,0,0,0,0
RWA,1978,3876,1476,4278,442,0,0,0,0,48792,5701,15313,1557,0,0,0,0,1036,811,3070,197,12769,3063,7770,656,0,1,0,0,1,0,0,0
RWA,1979,5772,1662,4732,530,0,0,0,0,54155,6421,16888,1873,0,0,0,0,1136,936,3384,238,9344,3123,7775,673,0,1,0,0,0,0,0,0
RWA,1980,4846,1653,4680,557,0,0,0,0,63249,7349,19349,2319,0,0,0,0,1349,1083,3964,301,11013,3364,8668,813,0,1,0,0,0,0,0,0
RWA,1981,6489,1862,5204,663,0,0,0,0,64299,7651,19391,2512,0,0,0,0,1356,1143,3913,323,12709,3443,9042,930,0,0,0,0,0,0,0,0
RWA,1982,8829,1896,5264,720,0,0,0,0,63040,7558,18345,2565,0,0,0,0,1306,1160,3662,328,21245,3924,10362,1236,0,1,0,0,1,0,0,0
RWA,1983,11266,1740,4751,696,0,0,0,0,70776,7762,18691,2812,0,0,0,0,1458,1202,3802,366,28346,4439,11466,1507,0,1,0,0,1,0,0,0
RWA,1984,12938,2179,5906,917,0,0,0,0,80031,8598,20071,3240,0,0,0,0,1653,1319,3989,414,32714,4780,12390,1752,0,1,0,0,1,0,0,0
RWA,1985,13406,2583,6941,1137,0,0,0,0,99237,10108,24167,4158,0,0,0,0,2086,1541,4823,533,27081,4636,11864,1715,0,0,0,0,1,0,0,0
RWA,1986,12304,2930,7420,1191,0,0,0,0,104429,10648,25352,4554,0,0,0,0,2218,1609,5044,586,30332,5174,12650,1932,0,0,0,0,1,0,0,0
RWA,1987,12322,3078,7404,1166,0,0,0,0,114881,11757,27379,5078,0,0,0,0,2453,1782,5518,665,20661,4480,11150,1652,0,0,0,0,1,0,0,0
RWA,1988,12106,3253,7443,1149,0,0,0,0,124759,12964,29031,5515,0,0,0,0,2675,1982,5898,731,30338,5709,13190,2091,0,0,0,0,1,0,0,0
RWA,1989,12116,2958,6442,978,0,0,0,0,144575,14370,31417,6129,0,0,0,0,3115,2216,6571,832,30554,5873,13475,2152,0,0,0,0,1,0,0,0
RWA,1990,12182,2706,5551,826,0,0,0,0,161748,15212,32001,6424,0,0,0,0,3490,2331,6811,884,31399,5891,13336,2162,0,0,0,0,1,0,0,0
RWA,1991,11425,3389,6638,962,0,0,0,0,197775,18200,36600,7498,0,0,0,0,4292,2723,7756,1031,34808,6700,14831,2418,0,0,0,0,1,0,0,0
RWA,1992,16640,4410,8347,1183,0,0,0,0,225468,20629,39625,8164,0,0,0,0,4836,2993,8262,1111,39566,7844,16341,2671,0,0,0,0,1,0,0,0
RWA,1993,18380,5172,9429,1302,0,0,0,0,279905,25354,46670,9661,0,0,0,0,6006,3653,9777,1321,39404,8982,18008,2875,0,0,0,0,1,0,0,0
RWA,1994,5332,2237,3835,512,0,0,0,0,395385,31769,57389,12465,0,0,0,0,8677,4785,12927,1784,16572,7013,15666,2349,0,0,0,0,0,0,0,0
RWA,1995,17403,4054,8778,2504,0,1,0,0,540390,41054,70889,17056,0,0,0,0,11693,6076,15497,2312,43878,11410,24057,4183,0,1,0,0,1,0,0,0
RWA,1996,14357,9286,16995,4041,0,1,0,0,561022,45100,74837,19164,0,0,0,0,12125,6328,15460,2516,62784,14424,27867,5329,0,1,0,0,1,0,0,0
RWA,1997,21186,10240,21400,4674,0,1,0,0,611178,51195,84621,22335,0,1,0,0,13087,7286,17227,2943,91858,18713,34684,7067,0,1,0,0,1,0,0,0
RWA,1998,31302,9471,25541,3608,0,1,0,0,665604,54289,95934,24016,0,1,0,0,14097,7793,19381,3267,108549,20389,40221,7841,0,1,0,0,1,0,0,0
RWA,1999,55424,18752,6100,5724,0,1,0,0,716998,63586,84594,26619,0,1,0,0,14880,8617,19004,3494,117939,24707,35172,8654,0,1,0,0,1,0,0,0
RWA,2000,61459,17005,13507,7028,0,1,0,0,751356,69137,79725,29408,0,0,0,0,15482,9906,17006,3820,136409,28249,34098,9990,0,1,0,0,1,0,0,0
RWA,2001,72819,12459,18574,7148,0,1,0,0,896853,75493,89313,35383,0,1,0,0,18396,11163,18650,4686,148270,29614,36340,11357,1,1,0,0,1,0,0,0
RWA,2002,77999,15881,16632,7489,0,1,0,0,943180,77385,86488,37395,0,1,0,0,19233,11164,18218,4956,164181,30120,35623,12232,1,1,0,0,1,0,0,0
RWA,2003,101879,17789,22136,9196,0,1,0,0,1176601,92621,101740,46554,0,1,0,0,23820,13531,21131,6182,206118,34821,41712,15187,1,1,0,1,1,0,0,0
RWA,2004,144916,23156,19177,9751,0,1,0,0,1489625,112438,113757,56477,0,1,0,0,29827,16171,24276,7593,250779,41011,45583,17962,1,1,1,1,1,0,0,0
RWA,2005,177080,31863,25780,13277,1,1,1,1,1757559,133249,123391,65789,1,1,1,1,34933,18771,25752,8707,304906,47817,49846,21138,1,1,1,1,1,0,0,0
RWA,2006,201584,31154,23641,12621,0,1,0,0,1699661,129514,108604,61830,0,1,0,0,33396,18463,22555,8201,354298,50441,47515,21956,1,1,1,1,1,0,0,0
RWA,2007,247824,48208,45405,21562,0,1,0,0,2005214,161718,134230,77147,0,1,0,0,39482,22404,25991,9803,425045,64530,59053,27624,1,1,1,1,1,0,0,0
RWA,2008,358834,116452,66560,42154,1,1,1,1,2735576,270710,192246,120882,1,1,1,1,54256,35053,37046,14724,510692,102849,79527,40133,1,1,1,1,1,0,0,0
RWA,2009,407509,148098,52248,46146,1,1,1,1,3322075,384439,217257,157955,1,1,1,1,67256,52151,44543,19893,558743,141025,85615,49342,1,1,1,1,1,0,0,0
RWA,2010,459510,125573,78023,46894,1,1,1,1,3754798,443038,249536,183619,1,1,1,1,77522,64787,49062,23590,607727,164172,96412,56024,1,1,1,1,1,0,0,0
RWA,2011,605367,124856,72034,44743,1,1,1,1,4603962,519157,285963,216425,1,1,1,1,96895,77452,58249,28519,712269,185551,107941,64127,1,1,1,1,1,0,0,0
RWA,2012,736618,210130,96343,20909,1,1,1,1,5366492,645206,326275,213996,1,1,1,1,115443,91427,64811,29946,811502,221934,121363,62454,1,1,1,1,1,0,0,0
RWA,2013,852010,219159,92654,33177,1,1,1,1,6341342,770534,361447,226585,1,1,1,1,139590,110437,73437,30939,870698,247057,128608,62573,1,1,1,1,1,0,0,0
RWA,2014,953897,273394,31068,14642,1,1,1,1,7226125,915756,325565,214135,1,1,1,1,162136,127950,72251,30409,995021,286425,115150,58669,1,1,1,1,1,0,0,0
RWA,2015,1116765,299477,42860,14898,1,1,1,1,7976998,1036085,296089,195947,1,1,1,1,181054,142325,64008,27608,1106777,327605,104195,53434,1,1,1,1,1,0,0,0
RWA,2016,1374428,399154,59129,25290,1,1,1,1,10358832,1365963,331197,221290,1,1,1,1,239254,183190,70294,30436,1213602,395019,108391,54997,1,1,1,1,1,0,0,0
RWA,2017,1143179,488091,83155,33575,1,1,1,1,11719884,1682826,356764,233864,1,1,1,1,278324,226115,73453,31595,1347250,473504,114855,57060,1,1,1,1,1,0,0,0
RWA,2018,1309856,499546,67177,29421,1,1,1,1,13078839,1927383,359084,238003,1,1,1,1,312195,267854,75855,32436,1442342,537874,112742,56400,1,1,1,1,1,0,0,0
RWA,2019,1775002,648677,58643,22678,1,1,1,1,14452064,2219402,343017,228153,1,1,1,1,343304,329735,73105,31462,1603907,646292,106785,53695,1,1,1,1,1,0,0,0
RWA,2020,1755664,599482,54042,21812,1,1,1,1,16055925,2446706,331643,222937,1,1,1,1,386722,408271,70991,30742,1653655,682148,99528,50195,1,1,1,1,1,0,0,0
RWA,2021,2017910,797719,73719,26652,1,1,1,1,18126786,2799337,343949,225635,1,1,1,1,438547,478194,71566,30752,1866575,815069,102146,50337,1,1,1,1,1,0,0,0
RWA,2022,2431583,834182,73961,30274,1,1,1,1,23679300,3483297,402838,265654,1,1,1,1,578176,623586,85261,36258,2369766,1006718,118420,58438,1,1,1,1,1,0,0,0
RWA,2023,3390577,923862,76774,38787,1,1,1,1,30462992,4137892,453293,308934,1,1,1,1,743546,746199,96692,41885,2862625,1176711,130428,66017,1,1,1,1,1,0,0,0
SAU,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAU,1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAU,1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAU,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAU,1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAU,1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAU,1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAU,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAU,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAU,1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAU,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAU,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAU,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAU,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAU,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAU,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAU,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAU,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAU,1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAU,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAU,1970,922,1157,803,187,0,0,0,0,20612,3476,1469,160,0,0,0,0,431,425,249,27,,,,,,,,,,,,
SAU,1971,901,1383,990,242,0,0,0,0,23898,4727,2254,331,0,0,0,0,498,600,410,85,,,,,,,,,,,,
SAU,1972,1483,1728,1384,297,0,0,0,0,25626,5842,3140,489,0,0,0,0,524,745,570,137,,,,,,,,,,,,
SAU,1973,1734,4058,1162,791,0,0,0,0,30019,9474,3923,1061,0,0,0,0,609,1132,779,267,,,,,,,,,,,,
SAU,1974,7338,3920,2362,623,0,1,0,1,77070,23170,9691,2342,0,0,0,1,1519,3201,1983,811,55951,28153,14167,4436,0,1,0,1,1,0,0,0
SAU,1975,17201,7494,2777,1145,0,1,0,1,93258,27509,10447,2704,0,1,0,1,1732,3574,2111,844,51998,32064,15225,5531,0,1,0,1,0,0,0,0
SAU,1976,25936,14025,6013,2384,0,1,0,1,137815,42069,15839,4286,0,1,0,1,2525,5274,2991,1213,60465,50114,23878,9484,0,1,0,1,0,0,0,0
SAU,1977,33783,23873,6919,2192,0,1,0,1,179749,61166,20175,5115,0,1,0,1,3263,7380,3895,1571,54091,70263,30262,11993,0,1,0,1,0,0,0,0
SAU,1978,36754,32306,9365,3411,0,1,0,1,222130,85394,25723,6528,0,1,0,1,4052,10207,4903,1867,37352,87624,34263,14601,0,1,0,1,0,1,0,0
SAU,1979,42117,35368,11063,5132,1,1,1,1,315162,124583,36206,10048,1,1,1,1,5814,15741,7149,2900,49103,122985,45905,21508,0,1,0,1,0,1,0,0
SAU,1980,53218,40387,13841,5993,1,2,1,1,474978,184714,52650,14653,1,1,1,1,8817,24117,10657,4502,92774,166783,61673,27493,0,1,0,1,0,0,0,0
SAU,1981,60357,47717,16372,7816,1,2,1,1,566023,219140,61225,17902,1,1,1,1,10489,28666,12361,5389,132597,173367,62788,28381,0,1,0,1,0,0,0,0
SAU,1982,50965,48061,19955,11786,1,2,1,1,572831,226957,64785,22557,1,1,1,1,10669,30061,12773,6487,108296,144247,53937,28199,0,1,0,1,0,0,0,0
SAU,1983,44692,45546,15098,14901,1,2,1,1,562319,224673,62110,27592,1,1,1,1,10482,30224,12715,7883,91200,120581,43498,29040,0,1,0,1,0,0,0,0
SAU,1984,40251,38556,13444,13799,1,1,1,1,578591,225285,61365,30575,1,1,1,1,10799,31001,12734,9240,93540,108468,38481,28075,0,1,0,1,0,0,0,0
SAU,1985,36868,25924,10713,10368,1,1,1,1,572764,208231,56713,29248,1,1,1,1,10679,29440,11969,9328,91577,91461,32646,24060,0,1,0,1,0,0,0,0
SAU,1986,33306,22018,8400,8971,0,1,0,1,491660,168328,45146,24703,0,1,0,1,9119,23739,9542,7782,85143,74839,25084,20085,0,1,0,1,0,0,0,0
SAU,1987,32889,21527,8443,8801,1,1,1,1,532159,169584,45560,25577,1,1,1,1,9869,23930,9634,8084,88962,71948,24054,19494,0,1,0,1,0,0,0,0
SAU,1988,30288,15215,8313,8740,0,1,0,1,526943,153225,42688,24777,0,1,0,1,9751,21973,8980,7743,100796,67429,22985,19356,0,1,0,1,0,0,0,0
SAU,1989,32615,15891,8721,9166,1,1,1,1,590643,156509,45274,26090,1,1,1,1,10887,22384,9535,8054,114351,68684,24097,20347,0,1,0,1,1,0,0,0
SAU,1990,40752,17151,16115,9232,1,1,1,1,695751,167561,56106,28351,1,1,1,1,12797,23906,11197,8803,150511,77101,30795,22241,0,1,0,1,1,0,0,0
SAU,1991,50383,21071,19235,9791,1,1,1,1,753748,168301,64322,29333,1,1,1,1,13832,23741,12749,9045,175509,80104,36055,23798,0,1,1,1,1,0,0,0
SAU,1992,51161,24114,13819,14861,1,1,1,1,784445,165659,64256,32460,1,1,1,1,14367,23052,13364,9225,184609,79311,35963,27189,0,1,1,1,1,0,0,0
SAU,1993,53509,24702,14506,16107,1,1,1,1,799330,160713,63647,36285,1,1,1,1,14531,22180,13142,10504,178916,74716,34771,28840,0,1,1,1,1,0,0,0
SAU,1994,45762,21027,12434,13780,1,1,1,1,837657,158898,63379,37952,1,1,1,1,15222,22232,13321,10923,186513,73891,34542,27560,0,1,1,1,1,0,0,0
SAU,1995,50844,23881,13859,14732,1,1,1,1,920785,166041,66951,42787,1,1,1,1,16635,23109,13988,11395,199663,76903,36233,29196,0,1,1,1,1,0,0,0
SAU,1996,50624,23390,13740,15094,1,1,1,1,1018478,174145,70598,48057,1,1,1,1,18359,24289,14851,11864,238374,83217,39062,30573,1,1,1,1,1,0,0,0
SAU,1997,53763,25377,14540,15560,1,1,1,1,1072894,176141,71539,52030,1,1,1,1,19240,24480,14978,11481,248155,87822,39936,31665,1,1,1,1,1,0,0,0
SAU,1998,53361,25432,14652,19513,1,1,1,1,1075698,165851,69592,56932,1,1,1,1,19219,22789,14511,11001,197795,77307,37410,31418,0,1,1,1,1,0,0,0
SAU,1999,51051,29681,18574,18890,1,1,1,1,1068064,167806,71176,62905,1,1,1,1,19012,22748,14423,12394,239621,80087,41041,35375,0,1,1,1,1,0,0,0
SAU,2000,57834,33221,18292,13977,1,1,1,1,1101935,177724,74045,64945,1,1,1,1,19470,24155,15124,13161,309377,95802,46599,39455,1,1,1,1,1,0,0,0
SAU,2001,58998,33234,19298,14565,1,1,1,1,1148460,182393,77946,66379,1,1,1,1,20219,24981,15916,12849,277170,97909,48496,39468,0,1,1,1,1,0,0,0
SAU,2002,60895,31270,19755,16147,1,1,1,1,1185478,185513,80933,69166,1,1,1,1,20795,25862,16559,13133,284324,100052,52121,41469,0,1,1,1,1,0,0,0
SAU,2003,65116,41149,22210,19624,1,1,1,1,1237172,196518,86203,74879,1,1,1,1,21642,27074,17501,14114,332580,115725,59177,49393,0,1,1,1,1,0,0,0
SAU,2004,87221,46382,28653,23616,1,1,1,1,1326947,215508,97305,84333,1,1,1,1,23094,30017,19338,15846,417686,137863,72055,59638,1,1,1,1,1,0,0,0
SAU,2005,109235,62467,33331,32658,1,1,1,1,1464009,253142,112270,103273,1,1,1,1,25538,35045,22280,18422,571711,175625,90627,77241,1,1,1,1,1,0,0,0
SAU,2006,124027,88109,37663,38881,1,1,1,1,1576675,302205,126173,123073,1,1,1,1,27727,40805,25015,20993,647162,218496,105072,94248,1,1,1,1,1,0,0,0
SAU,2007,167338,106059,44157,51134,1,1,1,1,1804415,371460,148306,155565,1,1,1,1,31982,50048,29417,25652,701182,257398,120019,114699,1,1,1,1,1,0,0,0
SAU,2008,217956,124278,47637,54628,1,1,1,1,2120849,459164,172512,190716,1,1,1,1,38057,62316,34652,32252,931491,337811,144006,147296,1,1,1,1,1,0,0,0
SAU,2009,189681,104856,49185,70730,1,1,1,1,2224138,473486,181442,218961,1,1,1,1,40888,65132,36553,35822,591626,293010,130969,143575,0,1,1,1,1,0,0,0
SAU,2010,245100,116502,59344,62975,1,1,1,1,2545688,542157,209079,251706,1,1,1,1,47381,75219,41810,43473,766238,335864,155140,169674,1,1,1,1,1,0,0,0
SAU,2011,255585,138871,70430,103942,1,1,1,1,2790221,611062,236140,310542,1,1,1,1,53132,84161,46825,51523,1013090,405892,185205,223696,1,1,1,1,1,0,0,0
SAU,2012,299879,150376,81087,83833,1,1,1,1,3113769,679699,270699,343238,1,1,1,1,60322,93254,53637,59719,1114429,444413,204357,240859,1,1,1,1,1,0,0,0
SAU,2013,345683,159780,91606,66346,1,1,1,1,3451369,741159,306716,351644,1,1,1,1,68081,101273,60805,62675,1148502,444481,215669,227862,1,1,1,1,1,0,0,0
SAU,2014,355062,175391,110782,75366,1,1,1,1,3738335,796056,349579,362276,1,1,1,1,75297,107970,68559,63868,1158525,461973,228526,221911,1,1,1,1,1,0,0,0
SAU,2015,353105,203248,114202,66448,1,1,1,1,3961214,846029,383203,355685,1,1,1,1,81231,112278,75997,62925,968879,434356,216071,189260,1,1,1,1,1,0,0,0
SAU,2016,283175,194211,104334,57832,1,1,1,1,4159441,904260,405410,349501,1,1,1,1,86957,121244,82322,62849,982307,425384,216728,174735,1,1,1,1,1,0,0,0
SAU,2017,276886,218292,96540,50378,1,1,1,1,4319164,985082,414118,336856,1,1,1,1,90770,131481,85259,61625,1090776,452547,220942,167246,1,1,1,1,1,0,0,0
SAU,2018,268415,222175,114560,52676,1,1,1,1,4493633,1072350,439657,331199,1,1,1,1,94887,144500,89111,61069,1336712,526795,247828,175654,1,1,1,1,1,0,0,0
SAU,2019,262591,226402,157548,57414,1,1,1,1,4747312,1145610,506501,332309,1,1,1,1,100659,154563,99680,60787,1300009,532016,267038,166264,1,1,1,1,1,0,0,0
SAU,2020,275577,198198,136717,53053,1,1,1,1,5153504,1201721,555349,335286,1,1,1,1,109528,164256,113491,61186,1113025,471672,254356,144531,1,1,1,1,1,0,0,0
SAU,2021,320779,245794,166152,63779,1,1,1,1,5797420,1361215,639851,361444,1,1,1,1,123259,184636,129754,65649,1364472,539107,298981,158914,1,1,1,1,1,0,0,0
SAU,2022,374308,339269,227514,83173,1,1,1,1,6385866,1579118,756251,395624,1,1,1,1,135750,210768,149730,71530,1732736,690379,380544,191072,1,1,1,1,1,0,0,0
